dasdasd,2
asdasd,10
asdasd,5
asdasdasd,8
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
asdasd,5
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
asdasd,5
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
sdasdasd,2
dasdasd,2
sdasdasd,2
dasdasd,2
asdasd,10
asdasd,5
asdasdasd,8
bieen,8
